text,user,location,date
"RT @ISABELNET_SA: 🇺🇸 Sentiment

Investor sentiment is very bearish. Should US equity investors expect a reflexive rally?
👉 https://t.co/jJ1…",philippe_waelti,Geneva,2022-06-21 11:05:20+00:00
"RT @ISABELNET_SA: 🇺🇸 Sentiment

Investor sentiment is very bearish. Should US equity investors expect a reflexive rally?
👉 https://t.co/jJ1…",raikk61,,2022-06-21 10:43:01+00:00
"RT @ISABELNET_SA: 🇺🇸 Sentiment

Investor sentiment is very bearish. Should US equity investors expect a reflexive rally?
👉 https://t.co/jJ1…",inyongkim10,,2022-06-21 10:40:00+00:00
"RT @ISABELNET_SA: 🇺🇸 Sentiment

Investor sentiment is very bearish. Should US equity investors expect a reflexive rally?
👉 https://t.co/jJ1…",Sufiy,Global.,2022-06-21 10:35:54+00:00
"RT @ISABELNET_SA: 🇺🇸 Sentiment

Investor sentiment is very bearish. Should US equity investors expect a reflexive rally?
👉 https://t.co/jJ1…",newsforextrader,"Germany, Hamburg",2022-06-21 10:29:27+00:00
"RT @ISABELNET_SA: 🇺🇸 Sentiment

Investor sentiment is very bearish. Should US equity investors expect a reflexive rally?
👉 https://t.co/jJ1…",TeslaAgnostic,Germany,2022-06-21 10:28:31+00:00
"RT @ISABELNET_SA: 🇺🇸 Sentiment

Investor sentiment is very bearish. Should US equity investors expect a reflexive rally?
👉 https://t.co/jJ1…",xanadutk,東京,2022-06-21 10:18:33+00:00
"🇺🇸 Sentiment

Investor sentiment is very bearish. Should US equity investors expect a reflexive rally?
#markets… https://t.co/jDCs1CxHJ0",diegolozadaic,,2022-06-21 10:17:13+00:00
"RT @ISABELNET_SA: 🇺🇸 Sentiment

Investor sentiment is very bearish. Should US equity investors expect a reflexive rally?
👉 https://t.co/jJ1…",MCHVLL1,,2022-06-21 10:16:38+00:00
"🇺🇸 Sentiment

Investor sentiment is very bearish. Should US equity investors expect a reflexive rally?
👉… https://t.co/ZUQNLa0Xzj",ISABELNET_SA,Luxembourg,2022-06-21 10:15:45+00:00
"RT @PrimeTrading_: PT daily Update &amp; Focuslist is sent 🖊️

▪️ $IWM $SPY $QQQ still below all kma's 📉
▪️ Bullish &amp; Bearish scenarios ready (…",icedogMark,United States,2022-06-21 10:15:15+00:00
There’s a time to be bullish and a time to be bearish. $TSLA $SPY $SPX https://t.co/cP24fshQgc,girldadninja,,2022-06-21 08:03:53+00:00
"Change of the plan for tmr: 3733 as pivot.

Above bullish, below bearish.

3710 minor support.

$ES $SPY https://t.co/yZcgHVye1j",KirkyTrades,"Taipei City, Taiwan",2022-06-21 05:36:55+00:00
"$BTC &gt; 20k bullish week 
$BTC &lt; 20k bearish/choppy week 
Im bullish tho #StockMarket #trade $SPY $QQQ $SPX",NP_Trader01,Money Printer 🖨💰,2022-06-21 01:31:34+00:00
"RT @themarketbear: /NQ /ES $SPY $QQQ - It’s intriguing that many believe the FED does not directly control / manipulate the stock market, d…",kenr0966,"41.136801,-73.986265",2022-06-21 01:08:09+00:00
/NQ /ES $SPY $QQQ - It’s intriguing that many believe the FED does not directly control / manipulate the stock mark… https://t.co/ykVItke2y8,themarketbear,United States,2022-06-21 00:50:55+00:00
"PT daily Update &amp; Focuslist is sent 🖊️

▪️ $IWM $SPY $QQQ still below all kma's 📉
▪️ Bullish &amp; Bearish scenarios re… https://t.co/u0zz5WpCtX",PrimeTrading_,Canada,2022-06-21 00:38:59+00:00
"@faststocknewss Is this usually bullish or bearish for the $SPY?

Genuinely asking.",inevergohome,On top of the world,2022-06-21 00:06:38+00:00
"RT @ThetaWarrior: DISCLAIMER: HIGH RISK #LottoFriday

Keep bets small. Play with what you can lose.

$AAPL 152.5C &gt;151.74 | 149P &lt;149.77
$C…",Thetalwarrior,USA (NYSE),2022-06-20 21:38:23+00:00
