text,user,location,date
"U.S. stocks fell on Wednesday, with the Dow Jones Industrial Average down 65.38 points, or 0.19 percent, to 35,228.… https://t.co/cye6iWsDfq",cgtnamerica,"Washington, DC",2022-03-30 20:19:57+00:00
RT @hussmanjp: So this is fun. The share of household financial assets invested in stocks ended 2021 at the highest extreme in history (and…,manlikejack2,,2022-03-30 20:18:59+00:00
"RT @LizYoungStrat: Since 1977, there have been eight yield curve inversions. The S&amp;P 500's average return in the following year was +11.5%,…",dan_okray,"Glen Ellyn, IL",2022-03-30 20:17:27+00:00
RT @CNBC: U.S. stocks slid on Wednesday after rallying in the previous session as investors monitored developments in Ukraine and the bond…,poshpisces84,DigitalContentWriter&Investor,2022-03-30 20:16:34+00:00
"RT @YahooFinance: Stocks fall to end 4-day winning streak: S&amp;P 500 drops 0.6%, Nasdaq declines by 1.2% https://t.co/WTxIY81d9T by @emily_mc…",rhcm123,"New Jersey, mostly",2022-03-30 20:16:28+00:00
RT @hussmanjp: So this is fun. The share of household financial assets invested in stocks ended 2021 at the highest extreme in history (and…,EthRugged,,2022-03-30 20:16:08+00:00
RT @CNBC: U.S. stocks slid on Wednesday after rallying in the previous session as investors monitored developments in Ukraine and the bond…,AntonioInvest,New York City,2022-03-30 20:14:56+00:00
RT @CNBC: U.S. stocks slid on Wednesday after rallying in the previous session as investors monitored developments in Ukraine and the bond…,AND42849622,,2022-03-30 20:14:50+00:00
RT @CNBC: U.S. stocks slid on Wednesday after rallying in the previous session as investors monitored developments in Ukraine and the bond…,starbaby_kox,乃木坂,2022-03-30 20:14:44+00:00
"RT @MarketWatch: All three major U.S. stock benchmarks closed lower Wednesday, with the Dow and S&amp;P 500 snapping four-day winning streaks,…",poshpisces84,DigitalContentWriter&Investor,2022-03-30 20:14:13+00:00
RT @hussmanjp: So this is fun. The share of household financial assets invested in stocks ended 2021 at the highest extreme in history (and…,SZottarel,"Trieste, Friuli-Venezia Giulia",2022-03-30 20:13:51+00:00
U.S. stocks slid on Wednesday after rallying in the previous session as investors monitored developments in Ukraine… https://t.co/BMO6nspDTP,OrvinWealth,"Boston, MA",2022-03-30 20:13:10+00:00
U.S. stocks slid on Wednesday after rallying in the previous session as investors monitored developments in Ukraine… https://t.co/oZM62Rk8DS,pcastro79,"Riverside, CA",2022-03-30 20:13:10+00:00
U.S. stocks slid on Wednesday after rallying in the previous session as investors monitored developments in Ukraine… https://t.co/7VfygA4arx,YTSWealth,"Export, PA",2022-03-30 20:13:10+00:00
U.S. stocks slid on Wednesday after rallying in the previous session as investors monitored developments in Ukraine… https://t.co/nyKLWMK7J0,GoodLifeCos,"Headquartered in Reading, PA",2022-03-30 20:12:41+00:00
U.S. stocks slid on Wednesday after rallying in the previous session as investors monitored developments in Ukraine… https://t.co/anVMkalIyR,g2gfinancial,"Portland, OR",2022-03-30 20:12:41+00:00
U.S. stocks slid on Wednesday after rallying in the previous session as investors monitored developments in Ukraine… https://t.co/Q9YhDa3lNQ,LifetimeCO,"Gaithersburg, MD",2022-03-30 20:12:41+00:00
"RT @MarketWatch: All three major U.S. stock benchmarks closed lower Wednesday, with the Dow and S&amp;P 500 snapping four-day winning streaks,…",GaumondGN,"Montréal, QC, Canada ",2022-03-30 20:12:25+00:00
RT @CNBC: U.S. stocks slid on Wednesday after rallying in the previous session as investors monitored developments in Ukraine and the bond…,Grand_And,,2022-03-30 20:12:12+00:00
RT @CNBC: U.S. stocks slid on Wednesday after rallying in the previous session as investors monitored developments in Ukraine and the bond…,Finwire,,2022-03-30 20:12:05+00:00
"RT @MarketWatch: All three major U.S. stock benchmarks closed lower Wednesday, with the Dow and S&amp;P 500 snapping four-day winning streaks,…",s_rewritten,,2022-03-30 20:11:41+00:00
RT @hussmanjp: So this is fun. The share of household financial assets invested in stocks ended 2021 at the highest extreme in history (and…,EscherTheBestMC,,2022-03-30 20:10:47+00:00
RT @hussmanjp: So this is fun. The share of household financial assets invested in stocks ended 2021 at the highest extreme in history (and…,germsofwar,USA,2022-03-30 20:09:57+00:00
RT @hussmanjp: So this is fun. The share of household financial assets invested in stocks ended 2021 at the highest extreme in history (and…,BedeOfTheNorth,Northumberland,2022-03-30 20:09:47+00:00
RT @CNBC: U.S. stocks slid on Wednesday after rallying in the previous session as investors monitored developments in Ukraine and the bond…,jpu19,Buenos Aires / Argentina,2022-03-30 20:08:22+00:00
RT @CNBC: U.S. stocks slid on Wednesday after rallying in the previous session as investors monitored developments in Ukraine and the bond…,FrezonFred,,2022-03-30 20:08:11+00:00
RT @hussmanjp: So this is fun. The share of household financial assets invested in stocks ended 2021 at the highest extreme in history (and…,xxxxxxx68121836,,2022-03-30 20:07:17+00:00
"Dow, S&amp;P 500 snap 4-day winning streak as stocks end lower",StockandmoreCom,,2022-03-30 20:07:17+00:00
"All three major U.S. stock benchmarks closed lower Wednesday, with the Dow and S&amp;P 500 snapping four-day winning st… https://t.co/YAKG5xhp00",MarketWatch,"New York, NY",2022-03-30 20:06:52+00:00
RT @CNBC: U.S. stocks slid on Wednesday after rallying in the previous session as investors monitored developments in Ukraine and the bond…,Central20211,en un lugar del mundo ,2022-03-30 20:06:49+00:00
RT @CNBC: U.S. stocks slid on Wednesday after rallying in the previous session as investors monitored developments in Ukraine and the bond…,foxandrue,US Lima Mexico D.F. Bogotá ,2022-03-30 20:06:08+00:00
RT @hussmanjp: So this is fun. The share of household financial assets invested in stocks ended 2021 at the highest extreme in history (and…,StMedford,United States,2022-03-30 20:06:05+00:00
"RT @YahooFinance: Stocks fall to end 4-day winning streak: S&amp;P 500 drops 0.6%, Nasdaq declines by 1.2% https://t.co/WTxIY81d9T by @emily_mc…",foxandrue,US Lima Mexico D.F. Bogotá ,2022-03-30 20:06:04+00:00
RT @CNBC: U.S. stocks slid on Wednesday after rallying in the previous session as investors monitored developments in Ukraine and the bond…,Rachal4GODsWord,NativeAm/NativeTex⭐ 🇲🇽 🇪🇸,2022-03-30 20:06:03+00:00
"Stocks fall to end 4-day winning streak: S&amp;P 500 drops 0.6%, Nasdaq declines by 1.2% https://t.co/WTxIY81d9T by… https://t.co/6Ny4mdSK5E",YahooFinance,"New York, NY",2022-03-30 20:05:48+00:00
RT @CNBC: U.S. stocks slid on Wednesday after rallying in the previous session as investors monitored developments in Ukraine and the bond…,LElkan,United States,2022-03-30 20:05:24+00:00
U.S. stocks slid on Wednesday after rallying in the previous session as investors monitored developments in Ukraine… https://t.co/8041hH3XHM,CNBC,"Englewood Cliffs, NJ",2022-03-30 20:05:11+00:00
"Lol. 

$SPX #SP500 look where S&amp;P 500 closed

#stocks #wallstreet #stockmarket https://t.co/RrgNsNTsOd",wallstmaster,"Wall Street, 🌍",2022-03-30 20:04:03+00:00
RT @hussmanjp: So this is fun. The share of household financial assets invested in stocks ended 2021 at the highest extreme in history (and…,8StringerBell8,The Farplane,2022-03-30 20:00:07+00:00
RT @hussmanjp: So this is fun. The share of household financial assets invested in stocks ended 2021 at the highest extreme in history (and…,jimcolquitt,,2022-03-30 19:57:13+00:00
"RT @LizYoungStrat: Since 1977, there have been eight yield curve inversions. The S&amp;P 500's average return in the following year was +11.5%,…",StockDocMI,Michigan,2022-03-30 19:57:06+00:00
RT @hussmanjp: So this is fun. The share of household financial assets invested in stocks ended 2021 at the highest extreme in history (and…,BillCMason,,2022-03-30 19:56:33+00:00
RT @hussmanjp: So this is fun. The share of household financial assets invested in stocks ended 2021 at the highest extreme in history (and…,asxcfdtrader,"Gold Coast, Queensland",2022-03-30 19:56:14+00:00
RT @hussmanjp: So this is fun. The share of household financial assets invested in stocks ended 2021 at the highest extreme in history (and…,JordanEliseo,"Sydney, Australia",2022-03-30 19:55:12+00:00
"RT @LizYoungStrat: Since 1977, there have been eight yield curve inversions. The S&amp;P 500's average return in the following year was +11.5%,…",ShortTreasuries,Chicago & The #Center,2022-03-30 19:54:54+00:00
"S&amp;P 500 fell 0.8%, the Dow Jones Industrial Average slipped 0.45%, or 157 points, the Nasdaq fell 1.2%.
Chip stocks… https://t.co/pHRuczGjZu",Jsultan77,Bahrain Office,2022-03-30 19:52:43+00:00
RT @hussmanjp: So this is fun. The share of household financial assets invested in stocks ended 2021 at the highest extreme in history (and…,RMcdonnold,"Midland, TX",2022-03-30 19:52:15+00:00
S&amp;P 500 Pauses Run Higher as Falling Chip Stocks Dent Tech https://t.co/PSSFXatYu8,ValenzuelaPost,"Toronto, Ontario",2022-03-30 19:51:55+00:00
"The S&amp;P 500 stuttered Wednesday, as the run-up in tech stocks paused following weakness in chip stocks as investors… https://t.co/CPSn7VtJJu",Jsultan77,Bahrain Office,2022-03-30 19:51:45+00:00
RT @hussmanjp: So this is fun. The share of household financial assets invested in stocks ended 2021 at the highest extreme in history (and…,TT_TarikToprak,"Istanbul, Turkey",2022-03-30 19:51:11+00:00
S&amp;P 500 Pauses Run Higher as Falling Chip Stocks Dent Tech https://t.co/nd6lyd4xRe,ValenzuelaPost,"Toronto, Ontario",2022-03-30 19:49:28+00:00
https://t.co/xnVJVO9x9G: [CHART] US stocks are trading at session lows as we move into final stages of the US sessi… https://t.co/NqqZcZlOAy,InvestorUnity,Sydney Australia,2022-03-30 19:49:14+00:00
RT @hussmanjp: So this is fun. The share of household financial assets invested in stocks ended 2021 at the highest extreme in history (and…,crgun,,2022-03-30 19:47:46+00:00
RT @hussmanjp: So this is fun. The share of household financial assets invested in stocks ended 2021 at the highest extreme in history (and…,JP59578273,,2022-03-30 19:47:27+00:00
RT @hussmanjp: So this is fun. The share of household financial assets invested in stocks ended 2021 at the highest extreme in history (and…,adam_ehlers,"South Dakota, USA",2022-03-30 19:46:55+00:00
RT @hussmanjp: So this is fun. The share of household financial assets invested in stocks ended 2021 at the highest extreme in history (and…,ToniPUIGDELLIV3,,2022-03-30 19:46:47+00:00
[CHART] US stocks are trading at session lows as we move into final stages of the US session - S&amp;P 500 down 43pts o… https://t.co/8CXwO4rJO7,CommSec,Australia,2022-03-30 19:45:55+00:00
RT @hussmanjp: So this is fun. The share of household financial assets invested in stocks ended 2021 at the highest extreme in history (and…,Samlester609,"Southampton, England",2022-03-30 19:43:43+00:00
RT @hussmanjp: So this is fun. The share of household financial assets invested in stocks ended 2021 at the highest extreme in history (and…,FM_NoAlgos,,2022-03-30 19:43:41+00:00
RT @hussmanjp: So this is fun. The share of household financial assets invested in stocks ended 2021 at the highest extreme in history (and…,AndrewPGregory,🌎 62° N,2022-03-30 19:39:23+00:00
RT @hussmanjp: So this is fun. The share of household financial assets invested in stocks ended 2021 at the highest extreme in history (and…,CannyFuturist,"San Francisco, CA",2022-03-30 19:37:34+00:00
"RT @LizYoungStrat: Since 1977, there have been eight yield curve inversions. The S&amp;P 500's average return in the following year was +11.5%,…",LinchFinancial,"Southlake, TX",2022-03-30 19:37:26+00:00
RT @hussmanjp: So this is fun. The share of household financial assets invested in stocks ended 2021 at the highest extreme in history (and…,cytotec_hamil,Jakarta,2022-03-30 19:36:58+00:00
"#Mohawk Industries $MHK S&amp;P 500 Pauses Run Higher as Falling Chip Stocks Dent Tech
https://t.co/RqHdmjRuMU https://t.co/5oHvOJ1uct",tradingappswiss,,2022-03-30 19:36:57+00:00
The chart indicates that 2/10 yr yield curve inverted shows the S&amp;P 500 rallied for another 17 months and gained 28… https://t.co/5vbbzFKNbM,serdarilarslan,Turkey,2022-03-30 19:34:13+00:00
"RT @LizYoungStrat: Since 1977, there have been eight yield curve inversions. The S&amp;P 500's average return in the following year was +11.5%,…",Tifosi2012,,2022-03-30 19:32:42+00:00
"RT @LizYoungStrat: Since 1977, there have been eight yield curve inversions. The S&amp;P 500's average return in the following year was +11.5%,…",Sir_PeteShiffy,"Henderson, North Carolina",2022-03-30 19:32:06+00:00
RT @hussmanjp: So this is fun. The share of household financial assets invested in stocks ended 2021 at the highest extreme in history (and…,thejackiefamily,,2022-03-30 19:29:16+00:00
S&amp;P 500 Pauses Run Higher as Falling Chip #Stocks Dent Tech - https://t.co/EPrm0l25u0,newsinvesting,Global,2022-03-30 19:25:01+00:00
RT @hussmanjp: So this is fun. The share of household financial assets invested in stocks ended 2021 at the highest extreme in history (and…,dnyanesh115,Mumbai,2022-03-30 19:23:55+00:00
RT @hussmanjp: So this is fun. The share of household financial assets invested in stocks ended 2021 at the highest extreme in history (and…,ElivisCarty,Mexico,2022-03-30 19:23:28+00:00
RT @hussmanjp: So this is fun. The share of household financial assets invested in stocks ended 2021 at the highest extreme in history (and…,Blake_2171165,Simpler Times,2022-03-30 19:22:51+00:00
RT @hussmanjp: So this is fun. The share of household financial assets invested in stocks ended 2021 at the highest extreme in history (and…,lcsobrin,,2022-03-30 19:21:51+00:00
RT @InvestingStockz: S&amp;P 500 Pauses Run Higher as Falling Chip Stocks Dent Tech - https://t.co/RIGKE3i6dx,Mqaise_T,,2022-03-30 19:19:56+00:00
S&amp;P 500 Pauses Run Higher as Falling Chip Stocks Dent Tech - https://t.co/RIGKE3i6dx,InvestingStockz,Worldwide,2022-03-30 19:18:18+00:00
RT @hussmanjp: So this is fun. The share of household financial assets invested in stocks ended 2021 at the highest extreme in history (and…,trejdevins,"Ovisi, Latvia",2022-03-30 19:17:45+00:00
RT @hussmanjp: So this is fun. The share of household financial assets invested in stocks ended 2021 at the highest extreme in history (and…,Ryu_Zoku,Planet Earth,2022-03-30 19:17:43+00:00
RT @hussmanjp: So this is fun. The share of household financial assets invested in stocks ended 2021 at the highest extreme in history (and…,KoryBobrow,"Montreal, Canada",2022-03-30 19:11:42+00:00
RT @hussmanjp: So this is fun. The share of household financial assets invested in stocks ended 2021 at the highest extreme in history (and…,inkulhelt,,2022-03-30 19:11:24+00:00
RT @hussmanjp: So this is fun. The share of household financial assets invested in stocks ended 2021 at the highest extreme in history (and…,BobAppl79292310,,2022-03-30 19:11:07+00:00
RT @hussmanjp: So this is fun. The share of household financial assets invested in stocks ended 2021 at the highest extreme in history (and…,bradfordcornell,"Pasadena, ca",2022-03-30 19:09:59+00:00
RT @hussmanjp: So this is fun. The share of household financial assets invested in stocks ended 2021 at the highest extreme in history (and…,jepbox,,2022-03-30 19:07:40+00:00
RT @hussmanjp: So this is fun. The share of household financial assets invested in stocks ended 2021 at the highest extreme in history (and…,EJohnHolmes,,2022-03-30 19:07:22+00:00
RT @hussmanjp: So this is fun. The share of household financial assets invested in stocks ended 2021 at the highest extreme in history (and…,EndAllMandates,"Cambridge, MA",2022-03-30 19:07:20+00:00
RT @hussmanjp: So this is fun. The share of household financial assets invested in stocks ended 2021 at the highest extreme in history (and…,murmurhudson,United States,2022-03-30 19:06:21+00:00
RT @hussmanjp: So this is fun. The share of household financial assets invested in stocks ended 2021 at the highest extreme in history (and…,CKmarkets,,2022-03-30 19:06:18+00:00
"Stocks open slightly lower; Dow, S&amp;P 500 take breather after 4-day winning streak - MarketWatch https://t.co/r6xFPc4ccA",stockexamen,Japan,2022-03-30 19:06:05+00:00
RT @hussmanjp: So this is fun. The share of household financial assets invested in stocks ended 2021 at the highest extreme in history (and…,TraderGeryDE,"Munich, Germany",2022-03-30 19:04:17+00:00
RT @hussmanjp: So this is fun. The share of household financial assets invested in stocks ended 2021 at the highest extreme in history (and…,jsnabox13,,2022-03-30 19:03:59+00:00
RT @hussmanjp: So this is fun. The share of household financial assets invested in stocks ended 2021 at the highest extreme in history (and…,YtlpgJWV2lBlpH6,,2022-03-30 19:03:30+00:00
